Time (seconds),x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,waist,l1ift,l21ift,l31ift,l41ift
2.3,-10.1843,17.2457,-19.665,17.6157,17.2457,-10.665,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,1,0,0,
2.4,-10.1843,17.2457,-19.665,17.6157,17.2457,-10.065,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,1,0,0,
2.5,-10.1843,17.2457,-19.665,17.6157,17.2457,-9.465,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,1,0,0,
2.6,-10.1843,17.2457,-19.665,17.6157,17.2457,-8.865,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,1,0,0,
2.7,-10.1843,17.2457,-19.665,17.6157,17.2457,-8.265,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,1,0,0,
2.8,-10.1843,17.2457,-19.665,17.6157,17.2457,-7.665,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
2.9,-10.1843,17.2457,-19.665,17.6157,17.2457,-8.265,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3,-10.1843,17.2457,-19.665,17.6157,17.2457,-8.865,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.1,-10.1843,17.2457,-19.665,17.6157,17.2457,-9.465,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.2,-10.1843,17.2457,-19.665,17.6157,17.2457,-10.065,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.3,-10.1843,17.2457,-19.665,17.6157,17.2457,-10.665,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.4,-10.1843,17.2457,-19.665,17.6157,17.2457,-11.265,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.5,-10.1843,17.2457,-19.665,17.6157,17.2457,-11.865,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.6,-10.1843,17.2457,-19.665,17.6157,17.2457,-12.465,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.7,-10.1843,17.2457,-19.665,17.6157,17.2457,-13.065,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.8,-10.1843,17.2457,-19.665,17.6157,17.2457,-13.665,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
3.9,-10.1843,17.2457,-19.665,17.6157,17.2457,-14.265,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
4,-10.1843,17.2457,-19.665,17.6157,17.2457,-14.865,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
4.1,-10.1843,17.2457,-19.665,17.6157,17.2457,-15.465,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
4.2,-10.1843,17.2457,-19.665,17.6157,17.2457,-16.065,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-1,0,0,
4.3,-10.1843,17.2457,-19.665,17.6157,17.2457,-16.665,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-2,0,0,
4.4,-10.1843,17.2457,-19.665,17.6157,17.2457,-17.265,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-2,0,0,
4.5,-10.1843,17.2457,-19.665,17.6157,17.2457,-17.865,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-2,0,0,
4.6,-10.1843,17.2457,-19.665,17.6157,17.2457,-18.465,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-3,0,0,
4.7,-10.1843,17.2457,-19.665,17.6157,17.2457,-19.065,17.6157,-10.5543,-19.665,-10.1843,-10.5543,-19.665,-0,0,-3,0,0,
4.8,-10.5543,17.6157,-19.665,17.2457,17.6157,-19.665,17.2457,-10.1843,-19.665,-10.5543,-10.1843,-19.665,-0,0,0,0,0,
4.9,-10.9611,17.9451,-19.665,16.8389,17.9451,-19.665,16.8389,-9.85492,-19.665,-10.9611,-9.85492,-19.665,-0,0,0,0,0,
5,-11.4,18.2301,-19.665,16.4,18.2301,-19.665,16.4,-9.56987,-19.665,-11.4,-9.56987,-19.665,-0,0,0,0,0,
5.1,-11.8663,18.4677,-19.665,15.9337,18.4677,-19.665,15.9337,-9.33227,-19.665,-11.8663,-9.33227,-19.665,-0,0,0,0,0,
5.2,-12.3549,18.6553,-19.665,15.4451,18.6553,-19.665,15.4451,-9.14472,-19.665,-12.3549,-9.14472,-19.665,-0,0,0,0,0,
5.3,-12.8604,18.7907,-19.665,14.9396,18.7907,-19.665,14.9396,-9.00926,-19.665,-12.8604,-9.00926,-19.665,-0,0,0,0,0,
5.4,-13.3774,18.8726,-19.665,14.4226,18.8726,-19.665,14.4226,-8.92739,-19.665,-13.3774,-8.92739,-19.665,-0,0,0,0,0,
5.5,-13.9,18.9,-19.665,13.9,18.9,-19.665,13.9,-8.9,-19.665,-13.9,-8.9,-19.665,-0,0,0,0,0,
